Datetime,"Material particulado respirable","Material particulado respirable grueso"
"2023-07-07 03:02",254.06666666667,420.8
"2023-07-07 03:17",159.53333333333,277.8
"2023-07-07 03:32",243.2,438.06666666667
"2023-07-07 03:47",201.06666666667,337
"2023-07-07 04:02",386.2,671.33333333333
"2023-07-07 04:17",308.53333333333,548.93333333333
"2023-07-07 04:32",159.66666666667,278.93333333333
"2023-07-07 04:47",135.26666666667,241.33333333333
"2023-07-07 05:02",97.066666666667,166
"2023-07-07 05:17",114.2,192.73333333333
"2023-07-07 05:32",69,124.73333333333
"2023-07-07 05:47",58.666666666667,99.866666666667
"2023-07-07 06:02",61.133333333333,100.6
"2023-07-07 06:17",121.26666666667,238.93333333333
"2023-07-07 06:32",154.6,277.33333333333
"2023-07-07 06:47",109.26666666667,192.2
"2023-07-07 07:02",120.4,274.53333333333
"2023-07-07 07:17",115.13333333333,211.13333333333
"2023-07-07 07:32",74,146.53333333333
"2023-07-07 07:47",57.066666666667,116.86666666667
"2023-07-07 08:02",77.6,125.53333333333
"2023-07-07 08:17",63.6,98.066666666667
"2023-07-07 08:32",150.8,249
"2023-07-07 08:47",104.46666666667,173.33333333333
"2023-07-07 09:02",99.866666666667,174.26666666667
"2023-07-07 09:17",108.66666666667,202.93333333333
"2023-07-07 09:32",332.26666666667,603.53333333333
"2023-07-07 09:47",178.13333333333,312.93333333333
"2023-07-07 10:02",134.86666666667,232.73333333333
"2023-07-07 10:17",101.66666666667,210.2
"2023-07-07 10:32",145.86666666667,338.33333333333
"2023-07-07 10:47",152.93333333333,331.33333333333
"2023-07-07 11:02",271.2,633.13333333333
"2023-07-07 11:17",149.13333333333,344.53333333333
"2023-07-07 11:32",150.26666666667,339.26666666667
"2023-07-07 11:47",121.8,207.46666666667
"2023-07-07 12:02",102.06666666667,181.73333333333
"2023-07-07 12:17",121,217.26666666667
"2023-07-07 12:32",109.86666666667,226.86666666667
"2023-07-07 12:47",112.2,199.46666666667
"2023-07-07 13:02",169.33333333333,340.73333333333
"2023-07-07 13:17",104.6,205.4
"2023-07-07 13:32",135.6,241.13333333333
"2023-07-07 13:47",129.73333333333,222.86666666667
"2023-07-07 14:02",122.06666666667,169.53333333333
"2023-07-07 14:17",120,202.2
"2023-07-07 14:32",115.33333333333,174.13333333333
"2023-07-07 14:47",100.4,165.06666666667
"2023-07-07 15:02",140.66666666667,202.66666666667
"2023-07-07 15:17",106.93333333333,184.6
"2023-07-07 15:32",97.066666666667,153
"2023-07-07 15:47",91.466666666667,144.6
"2023-07-07 16:02",73.4,109.33333333333
"2023-07-07 16:17",72.466666666667,108.06666666667
"2023-07-07 16:32",70.666666666667,115
"2023-07-07 16:47",85.466666666667,159.66666666667
"2023-07-07 17:02",79.4,140.66666666667
"2023-07-07 17:17",58.733333333333,115
"2023-07-07 17:32",43.2,99.8
"2023-07-07 17:47",43,73.066666666667
"2023-07-07 18:02",57.066666666667,90.866666666667
"2023-07-07 18:17",99.533333333333,173.13333333333
"2023-07-07 18:32",80.4,141.4
"2023-07-07 18:47",79.933333333333,125
"2023-07-07 19:02",53.066666666667,77.133333333333
"2023-07-07 19:17",41.6,79.933333333333
"2023-07-07 19:32",59.6,103.2
"2023-07-07 19:47",140.33333333333,251.86666666667
"2023-07-07 20:02",87.2,151.13333333333
"2023-07-07 20:17",36.333333333333,60.133333333333
"2023-07-07 20:32",27.466666666667,46.133333333333
"2023-07-07 20:47",97.333333333333,165.73333333333
"2023-07-07 21:02",55.2,95.466666666667
"2023-07-07 21:17",61.066666666667,99
"2023-07-07 21:32",25.8,41.666666666667
"2023-07-07 21:47",16.4,22.466666666667
"2023-07-07 22:02",119.6,200.26666666667
"2023-07-07 22:17",159.53333333333,257.73333333333
"2023-07-07 22:32",89.066666666667,161.6
