Datetime,"Material particulado respirable","Material particulado respirable grueso"
"2023-07-12 18:15",59.6673078825733,100.543111969426
"2023-07-12 18:30",72.2348312872538,129.884592738062
"2023-07-12 18:45",70.218197745765,109.389177671068
"2023-07-12 19:00",50.2915895582819,73.8147125975686
"2023-07-12 19:15",129.356683246348,236.627663865546
"2023-07-12 19:30",47.1772173734742,70.6999930042939
"2023-07-12 19:45",47.4105232092837,69.6710578231293
"2023-07-13 08:00",377.125028679448,687.86414280846
"2023-07-13 08:15",256.009287773265,464.706297091886
"2023-07-13 08:30",161.04310470855,275.633458249967
"2023-07-13 08:45",146.602508003201,255.147738695478
"2023-07-13 09:00",109.933843137255,184.961369281046
"2023-07-13 09:15",145.339249166333,257.905635921035
"2023-07-13 09:30",138.63567529565,254.091129082839
"2023-07-13 09:45",374.620895501057,608.782024452638
"2023-07-13 10:00",279.369621381886,495.678259237028
"2023-07-13 10:15",307.416374101414,528.827240083267
"2023-07-13 10:30",286.968212372892,538.816706923904
"2023-07-13 10:45",186.584824600762,346.287417909008
"2023-07-13 11:00",220.521927339928,433.347330701273
"2023-07-13 11:15",164.009750427707,338.163021985606
"2023-07-13 11:30",332.34936893888,770.738636034124
"2023-07-13 11:45",172.030743227603,325.368869844392
"2023-07-13 12:00",166.173208256352,314.691213495327
"2023-07-13 12:15",172.504841223669,315.275762566565
"2023-07-13 12:30",231.831981926104,440.665176537282
"2023-07-13 12:45",218.881391844064,399.492793403269
"2023-07-13 13:00",159.097151121441,312.7789034252
"2023-07-13 13:15",89.4720963924031,175.843172545942
"2023-07-13 13:30",188.863926303855,360.610020074697
"2023-07-13 13:45",159.637297076277,266.409833344685
"2023-07-13 14:00",360.868407528969,667.108612053332
"2023-07-13 14:15",345.678339202348,649.457421568628
"2023-07-13 14:30",156.067450446845,266.341992263572
"2023-07-13 14:45",182.75464523398,323.245843812702
"2023-07-13 15:00",277.786686580152,565.838532326406
"2023-07-13 15:15",242.050570694945,469.234871081766
"2023-07-13 15:30",110.756105842337,185.280322795785
"2023-07-13 15:45",205.083933251315,334.445426231485
"2023-07-13 16:00",257.768307449221,461.62212322092
"2023-07-13 16:15",298.50122655729,509.840717086835
"2023-07-13 16:30",289.021692410297,484.051931172469
"2023-07-13 16:45",249.859451479883,416.740999821205
"2023-07-13 17:00",199.1088347425,363.674748853222
"2023-07-13 17:15",185.326466008626,274.191255190965
"2023-07-13 17:30",156.345365879685,233.228283313325
"2023-07-13 17:45",161.630916057912,273.946488936
"2023-07-13 18:00",188.766351826445,314.440201080432
"2023-07-13 18:15",232.934620993633,391.401455403623
"2023-07-13 18:30",379.95260290783,606.781062291583
"2023-07-13 18:45",297.413473964054,477.382305347671
"2023-07-13 19:00",249.530516813818,395.526275051865
"2023-07-13 19:15",175.509124122483,289.146581997029
"2023-07-13 19:30",233.090911031079,385.078264905962
"2023-07-13 19:45",162.906201680672,268.704237628385
"2023-07-14 08:00",279.05566094381,458.661090526991
"2023-07-14 08:15",334.412725947522,575.578584147945
"2023-07-14 08:30",314.678902417057,525.250834611726
"2023-07-14 08:45",193.648220998544,317.441133435983
"2023-07-14 09:00",169.826348672803,285.659000133387
"2023-07-14 09:15",217.38008476724,354.450675803655
"2023-07-14 09:30",251.582582923024,423.877693544084
"2023-07-14 09:45",151.767208061948,261.189359410431
"2023-07-14 10:00",112.48812505002,195.489754968654
"2023-07-14 10:15",204.57138735385,360.877952932619
"2023-07-14 10:30",247.844776753255,425.160327064159
"2023-07-14 10:45",287.30129401264,531.850989313456
"2023-07-14 11:00",512.080758653816,991.090486403072
"2023-07-14 11:15",560.830760037348,1035.88875870348
"2023-07-14 11:30",383.740586638052,731.51862834674
"2023-07-14 11:45",288.814248862049,541.166874730651
"2023-07-14 12:00",127.883219210761,223.774080406522
"2023-07-14 12:15",193.409872215553,397.023235760971
"2023-07-14 12:30",463.835049219688,907.66218967587
"2023-07-14 12:45",320.808315408762,692.277059211289
"2023-07-14 13:00",423.927327640276,758.423302721088
"2023-07-14 13:15",441.522591436575,883.482009870615
"2023-07-14 13:30",512.839462184874,998.768070561558
"2023-07-14 13:45",586.339127152989,1112.41262281083
"2023-07-14 14:00",388.320917166867,713.461535014006
"2023-07-14 14:15",255.059236294518,495.246426370548
"2023-07-14 14:30",126.778157152223,213.780092031139
"2023-07-14 14:45",213.968630666451,362.515492676503
"2023-07-14 15:00",179.437156993294,333.116048825204
"2023-07-14 15:15",130.691934907296,242.686014138989
"2023-07-14 15:30",98.885930587838,158.142735516902
"2023-07-14 15:45",96.9581341731455,155.016397298472
"2023-07-14 16:00",89.1829797919168,135.535828664799
"2023-07-14 16:15",102.127310469781,184.360362803176
"2023-07-14 16:30",197.552026446039,394.765391062808
"2023-07-14 16:45",275.247170268107,568.93010570895
"2023-07-14 17:00",217.354953952102,427.687083136328
"2023-07-14 17:15",235.759042398114,431.804627323574
"2023-07-14 17:30",217.046200680272,388.840732426304
"2023-07-14 17:45",224.215773909564,373.172014005602
"2023-07-14 18:00",288.827690742964,476.767431572629
"2023-07-14 18:15",225.009649147711,354.770912256883
"2023-07-14 18:30",196.393152947704,336.033369519439
"2023-07-14 18:45",193.753407829799,325.15495611578
"2023-07-14 19:00",157.381883246052,283.820228137632
"2023-07-14 19:15",339.741789350317,568.875159871514
"2023-07-14 19:30",435.650376417234,728.103940776311
"2023-07-14 19:45",127.27841673407,236.484703986559
"2023-07-15 08:00",149.700051941344,254.898031981587
"2023-07-15 08:15",24.1636773287007,34.8388096360401
"2023-07-15 08:30",74.355912364946,120.395099573163
